date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:10	23864/23864	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%228d5aedf328695c1c1eea5d2a9b107950-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b1d7b778-bdf9-4ff3-b4e8-8cdabf234863.woff	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b1d7b778-bdf9-4ff3-b4e8-8cdabf234863.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:10	52984/52984	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ac5ff948f778ea159b81f4922a1eb191-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/27bdcc15-be32-4f6c-a7df-12494376e947.ttf	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/27bdcc15-be32-4f6c-a7df-12494376e947.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:11	77452/77452	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f72cbb2296cc825a5d3ded624be4c143-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/3af50121-f334-4e73-b155-b105e0029509.svg	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/3af50121-f334-4e73-b155-b105e0029509.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:11	81952/81952	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22660e9379c595771329ff4268a2260f2f-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/93b6bf6a-418e-4a8f-8f79-cb9c99ef3e32.eot?	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/93b6bf6a-418e-4a8f-8f79-cb9c99ef3e32d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:11	32784/32784	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%223f4e261a7739f0a65e3d36fddffc3b22-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c881c21b-4148-4a11-a65d-f35e42999bc8.woff	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c881c21b-4148-4a11-a65d-f35e42999bc8.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:11	81764/81764	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22b2404aa9c76a80a3c9db7c127b36efd2-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/03634cf1-a9c9-4e13-b049-c90d830423d4.ttf	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/03634cf1-a9c9-4e13-b049-c90d830423d4.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:11	77002/77002	---M-Z	200	added ('OK')	image/svg+xml	etag:%223d168c8d6d2937e300b5c7d2db6772d0-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/1bc99c0a-298b-46f9-b325-18b5e5169795.svg	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/1bc99c0a-298b-46f9-b325-18b5e5169795.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:12	62324/62324	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2245e57a268e00255df642ce6f49e62129-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/f1feaed7-6bce-400a-a07e-a893ae43a680.eot?	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/f1feaed7-6bce-400a-a07e-a893ae43a680d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:12	27824/27824	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%228e71cf245f1502ff395787f3c14c36c6-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/8ac9e38d-29c6-41ea-8e47-4ae4d2b1a4e1.woff	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/8ac9e38d-29c6-41ea-8e47-4ae4d2b1a4e1.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:12	62132/62132	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%224425ace71b9bfafb6fbd71db73900dfc-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4bd09087-655e-4abb-844c-dccdeb68003d.ttf	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4bd09087-655e-4abb-844c-dccdeb68003d.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:12	76436/76436	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f7bf6d65ed788427ebaf9052c3fe1c47-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/df234d87-eada-4058-aa80-5871e7fbe1c3.svg	F:/Data/CV%20Templates/Green/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/df234d87-eada-4058-aa80-5871e7fbe1c3.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
17:50:13	42/42	---M-Z	200	added ('OK')	text/plain	etag:%22f77c87f977e0fcce05a6df46c885a129%22	https://static.parastorage.com/robots.txt		(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
